Date,High,Low,Open,Close,Volume,Adj Close
2021-12-29,25.3799991607666,25.139999389648438,25.190000534057617,25.3799991607666,2330400.0,25.099483489990234
2021-12-30,25.600000381469727,25.389999389648438,25.540000915527344,25.40999984741211,2293900.0,25.129152297973633
2021-12-31,25.559999465942383,25.309999465942383,25.530000686645508,25.309999465942383,3009700.0,25.030258178710938
2022-01-03,25.540000915527344,25.149999618530273,25.389999389648438,25.260000228881836,4526700.0,24.980812072753906
2022-01-04,25.3700008392334,24.979999542236328,25.25,25.110000610351562,8180900.0,24.832469940185547
2022-01-05,24.920000076293945,24.25,24.84000015258789,24.299999237060547,8881400.0,24.031421661376953
2022-01-06,24.489999771118164,23.969999313354492,24.200000762939453,24.110000610351562,11523300.0,23.843523025512695
2022-01-07,24.3700008392334,23.969999313354492,24.219999313354492,24.200000762939453,6596500.0,23.932527542114258
2022-01-10,24.780000686645508,24.43000030517578,24.65999984741211,24.770000457763672,10032000.0,24.496227264404297
2022-01-11,25.059999465942383,24.65999984741211,24.8799991607666,25.020000457763672,9883900.0,24.74346351623535
2022-01-12,26.389999389648438,25.510000228881836,26.149999618530273,25.75,15578800.0,25.465394973754883
2022-01-13,25.780000686645508,25.469999313354492,25.739999771118164,25.600000381469727,20147500.0,25.317052841186523
2022-01-14,26.290000915527344,25.579999923706055,25.719999313354492,26.200000762939453,11294700.0,25.910423278808594
2022-01-18,25.770000457763672,25.420000076293945,25.709999084472656,25.510000228881836,6915000.0,25.22804832458496
2022-01-19,25.049999237060547,24.450000762939453,24.979999542236328,24.469999313354492,13756100.0,24.199541091918945
2022-01-20,24.3799991607666,23.65999984741211,24.329999923706055,23.68000030517578,19417500.0,23.41827392578125
2022-01-21,23.770000457763672,23.360000610351562,23.440000534057617,23.40999984741211,13813600.0,23.15125846862793
2022-01-24,22.969999313354492,21.969999313354492,22.8799991607666,22.940000534057617,18128000.0,22.686452865600586
2022-01-25,22.850000381469727,22.420000076293945,22.65999984741211,22.479999542236328,9588100.0,22.231536865234375
2022-01-26,22.84000015258789,22.170000076293945,22.719999313354492,22.389999389648438,11662800.0,22.142532348632812
2022-01-27,22.3799991607666,21.719999313354492,22.260000228881836,21.809999465942383,17086900.0,21.56894302368164
2022-01-28,22.700000762939453,22.049999237060547,22.149999618530273,22.65999984741211,15420200.0,22.409547805786133
2022-01-31,23.610000610351562,23.020000457763672,23.06999969482422,23.56999969482422,5686800.0,23.309490203857422
2022-02-01,23.6299991607666,23.239999771118164,23.510000228881836,23.520000457763672,10309700.0,23.260042190551758
2022-02-02,23.850000381469727,23.600000381469727,23.729999542236328,23.770000457763672,9033400.0,23.507280349731445
2022-02-03,23.260000228881836,22.729999542236328,23.079999923706055,22.760000228881836,12135000.0,22.508441925048828
2022-02-04,23.209999084472656,22.65999984741211,22.969999313354492,22.889999389648438,18253100.0,22.637004852294922
2022-02-07,22.90999984741211,22.40999984741211,22.68000030517578,22.469999313354492,15889900.0,22.221647262573242
2022-02-08,22.969999313354492,22.3700008392334,22.459999084472656,22.889999389648438,21190900.0,22.637004852294922
2022-02-09,23.459999084472656,23.100000381469727,23.170000076293945,23.40999984741211,7472800.0,23.15125846862793
2022-02-10,23.270000457763672,22.8700008392334,23.049999237060547,22.940000534057617,10600800.0,22.686452865600586
2022-02-11,22.770000457763672,22.209999084472656,22.719999313354492,22.270000457763672,7761500.0,22.02385902404785
2022-02-14,22.260000228881836,21.889999389648438,22.0,22.190000534057617,6502900.0,21.94474220275879
2022-02-15,22.950000762939453,22.649999618530273,22.780000686645508,22.889999389648438,9976200.0,22.637004852294922
2022-02-16,22.850000381469727,22.489999771118164,22.520000457763672,22.84000015258789,6605000.0,22.58755874633789
2022-02-17,22.75,22.3700008392334,22.649999618530273,22.43000030517578,8470200.0,22.182090759277344
2022-02-18,22.75,22.309999465942383,22.530000686645508,22.510000228881836,8932700.0,22.261205673217773
2022-02-22,23.31999969482422,22.610000610351562,22.6299991607666,23.049999237060547,17268300.0,22.795236587524414
2022-02-23,23.239999771118164,22.65999984741211,23.030000686645508,22.719999313354492,8420000.0,22.468883514404297
2022-02-24,22.25,21.040000915527344,21.40999984741211,22.239999771118164,21155100.0,21.994190216064453
2022-02-25,22.8700008392334,22.239999771118164,22.239999771118164,22.84000015258789,8269300.0,22.58755874633789
2022-02-28,22.780000686645508,22.290000915527344,22.610000610351562,22.459999084472656,6965700.0,22.21175765991211
2022-03-01,22.5,22.040000915527344,22.389999389648438,22.15999984741211,6930300.0,21.91507339477539
2022-03-02,22.780000686645508,22.170000076293945,22.209999084472656,22.59000015258789,8749500.0,22.340322494506836
2022-03-03,22.940000534057617,22.43000030517578,22.850000381469727,22.520000457763672,7023600.0,22.271095275878906
2022-03-04,22.549999237060547,22.149999618530273,22.280000686645508,22.459999084472656,13424500.0,22.21175765991211
2022-03-07,22.579999923706055,22.190000534057617,22.280000686645508,22.579999923706055,14195100.0,22.330432891845703
2022-03-08,23.610000610351562,22.540000915527344,22.68000030517578,23.329999923706055,20426800.0,23.072141647338867
2022-03-09,24.149999618530273,23.540000915527344,23.75,23.899999618530273,10599200.0,23.635841369628906
2022-03-10,23.93000030517578,23.540000915527344,23.540000915527344,23.84000015258789,7789000.0,23.576505661010742
2022-03-11,24.290000915527344,23.950000762939453,24.190000534057617,24.010000228881836,7892800.0,23.744626998901367
2022-03-14,25.040000915527344,24.43000030517578,24.459999084472656,24.690000534057617,13945300.0,24.417112350463867
2022-03-15,24.309999465942383,23.59000015258789,24.15999984741211,24.190000534057617,9186200.0,23.922637939453125
2022-03-16,25.1200008392334,24.399999618530273,24.469999313354492,25.110000610351562,12327300.0,24.832469940185547
2022-03-17,25.049999237060547,24.459999084472656,24.809999465942383,24.489999771118164,14814900.0,24.219322204589844
2022-03-18,25.040000915527344,24.209999084472656,24.389999389648438,25.040000915527344,29035600.0,24.763242721557617
2022-03-21,24.559999465942383,24.06999969482422,24.399999618530273,24.209999084472656,8200800.0,23.942415237426758
2022-03-22,24.950000762939453,24.579999923706055,24.610000610351562,24.790000915527344,5367300.0,24.516006469726562
2022-03-23,24.649999618530273,24.280000686645508,24.350000381469727,24.309999465942383,9022300.0,24.041311264038086
2022-03-24,24.690000534057617,24.389999389648438,24.6299991607666,24.670000076293945,3594400.0,24.3973331451416
2022-03-25,24.75,24.510000228881836,24.600000381469727,24.729999542236328,3365400.0,24.456668853759766
2022-03-28,24.770000457763672,24.520000457763672,24.729999542236328,24.719999313354492,2834400.0,24.446779251098633
2022-03-29,25.1200008392334,24.809999465942383,24.90999984741211,25.110000610351562,3817200.0,24.832469940185547
